Iteration,Metric,Avg
0,Susceptible,0.9241379310344827
0,Infected,0.041379310344827586
0,Recovered_Immune,0.034482758620689655
0,Death,0.0
0,Asymptomatic,0.9993103448275862
0,Hospitalization,0.000689655172413793
0,Severe,0.0
1,Susceptible,0.9186206896551724
1,Infected,0.04689655172413794
1,Recovered_Immune,0.034482758620689655
1,Death,0.0
1,Asymptomatic,0.9986206896551724
1,Hospitalization,0.001379310344827586
1,Severe,0.0
2,Susceptible,0.9137931034482759
2,Infected,0.051724137931034475
2,Recovered_Immune,0.034482758620689655
2,Death,0.0
2,Asymptomatic,0.9979310344827585
2,Hospitalization,0.0020689655172413794
2,Severe,0.0
3,Susceptible,0.9027586206896552
3,Infected,0.06275862068965517
3,Recovered_Immune,0.034482758620689655
3,Death,0.0
3,Asymptomatic,0.9972413793103447
3,Hospitalization,0.002758620689655172
3,Severe,0.0
4,Susceptible,0.8944827586206898
4,Infected,0.07103448275862069
4,Recovered_Immune,0.034482758620689655
4,Death,0.0
4,Asymptomatic,0.9965517241379311
4,Hospitalization,0.002758620689655172
4,Severe,0.000689655172413793
5,Susceptible,0.8862068965517241
5,Infected,0.07931034482758621
5,Recovered_Immune,0.034482758620689655
5,Death,0.0
5,Asymptomatic,0.9951724137931035
5,Hospitalization,0.004137931034482759
5,Severe,0.000689655172413793
6,Susceptible,0.8793103448275863
6,Infected,0.08620689655172414
6,Recovered_Immune,0.034482758620689655
6,Death,0.0
6,Asymptomatic,0.9944827586206896
6,Hospitalization,0.004827586206896551
6,Severe,0.000689655172413793
7,Susceptible,0.8703448275862068
7,Infected,0.09517241379310343
7,Recovered_Immune,0.034482758620689655
7,Death,0.0
7,Asymptomatic,0.9944827586206896
7,Hospitalization,0.004827586206896551
7,Severe,0.000689655172413793
8,Susceptible,0.8613793103448276
8,Infected,0.10413793103448275
8,Recovered_Immune,0.034482758620689655
8,Death,0.0
8,Asymptomatic,0.9937931034482759
8,Hospitalization,0.005517241379310344
8,Severe,0.000689655172413793
9,Susceptible,0.853103448275862
9,Infected,0.11241379310344828
9,Recovered_Immune,0.034482758620689655
9,Death,0.0
9,Asymptomatic,0.9937931034482759
9,Hospitalization,0.005517241379310344
9,Severe,0.000689655172413793
10,Susceptible,0.8393103448275862
10,Infected,0.12620689655172415
10,Recovered_Immune,0.034482758620689655
10,Death,0.0
10,Asymptomatic,0.9937931034482759
10,Hospitalization,0.005517241379310344
10,Severe,0.000689655172413793
11,Susceptible,0.8282758620689655
11,Infected,0.13724137931034483
11,Recovered_Immune,0.034482758620689655
11,Death,0.0
11,Asymptomatic,0.9924137931034482
11,Hospitalization,0.006896551724137932
11,Severe,0.000689655172413793
12,Susceptible,0.8165517241379311
12,Infected,0.1489655172413793
12,Recovered_Immune,0.034482758620689655
12,Death,0.0
12,Asymptomatic,0.9896551724137932
12,Hospitalization,0.00896551724137931
12,Severe,0.001379310344827586
13,Susceptible,0.8082758620689655
13,Infected,0.15724137931034485
13,Recovered_Immune,0.034482758620689655
13,Death,0.0
13,Asymptomatic,0.9882758620689656
13,Hospitalization,0.010344827586206895
13,Severe,0.001379310344827586
14,Susceptible,0.7979310344827586
14,Infected,0.16689655172413795
14,Recovered_Immune,0.034482758620689655
14,Death,0.000689655172413793
14,Asymptomatic,0.9868965517241379
14,Hospitalization,0.011034482758620689
14,Severe,0.001379310344827586
15,Susceptible,0.7855172413793103
15,Infected,0.1793103448275862
15,Recovered_Immune,0.034482758620689655
15,Death,0.000689655172413793
15,Asymptomatic,0.9827586206896551
15,Hospitalization,0.015172413793103447
15,Severe,0.001379310344827586
16,Susceptible,0.7751724137931035
16,Infected,0.1896551724137931
16,Recovered_Immune,0.034482758620689655
16,Death,0.000689655172413793
16,Asymptomatic,0.98
16,Hospitalization,0.015862068965517243
16,Severe,0.003448275862068966
17,Susceptible,0.7682758620689656
17,Infected,0.19586206896551722
17,Recovered_Immune,0.034482758620689655
17,Death,0.001379310344827586
17,Asymptomatic,0.9793103448275862
17,Hospitalization,0.012413793103448274
17,Severe,0.00689655172413793
18,Susceptible,0.7565517241379309
18,Infected,0.20758620689655174
18,Recovered_Immune,0.034482758620689655
18,Death,0.001379310344827586
18,Asymptomatic,0.9779310344827585
18,Hospitalization,0.013103448275862068
18,Severe,0.007586206896551723
19,Susceptible,0.750344827586207
19,Infected,0.21379310344827585
19,Recovered_Immune,0.034482758620689655
19,Death,0.001379310344827586
19,Asymptomatic,0.9772413793103449
19,Hospitalization,0.011724137931034481
19,Severe,0.009655172413793102
20,Susceptible,0.7434482758620691
20,Infected,0.18620689655172412
20,Recovered_Immune,0.0682758620689655
20,Death,0.0020689655172413794
20,Asymptomatic,0.9806896551724138
20,Hospitalization,0.011034482758620689
20,Severe,0.0062068965517241385
21,Susceptible,0.7337931034482759
21,Infected,0.18896551724137928
21,Recovered_Immune,0.07517241379310344
21,Death,0.0020689655172413794
21,Asymptomatic,0.9779310344827585
21,Hospitalization,0.013103448275862068
21,Severe,0.006896551724137932
22,Susceptible,0.7289655172413795
22,Infected,0.18827586206896552
22,Recovered_Immune,0.08068965517241379
22,Death,0.0020689655172413794
