Iteration,Metric,Avg
0,Susceptible,0.6981333333333333
0,Infected,0.2618666666666667
0,Recovered_Immune,0.04
0,Death,0.0
0,Asymptomatic,0.9984000000000001
0,Hospitalization,0.0016
0,Severe,0.0
1,Susceptible,0.6304000000000001
1,Infected,0.3296
1,Recovered_Immune,0.04
1,Death,0.0
1,Asymptomatic,0.9925333333333333
1,Hospitalization,0.006933333333333334
1,Severe,0.0005333333333333334
2,Susceptible,0.5541333333333334
2,Infected,0.40586666666666665
2,Recovered_Immune,0.04
2,Death,0.0
2,Asymptomatic,0.9872
2,Hospitalization,0.010666666666666666
2,Severe,0.0021333333333333334
3,Susceptible,0.5072
3,Infected,0.45120000000000005
3,Recovered_Immune,0.04
3,Death,0.0016
3,Asymptomatic,0.9808000000000001
3,Hospitalization,0.013866666666666668
3,Severe,0.0037333333333333333
4,Susceptible,0.456
4,Infected,0.5018666666666667
4,Recovered_Immune,0.04
4,Death,0.0021333333333333334
4,Asymptomatic,0.9733333333333333
4,Hospitalization,0.020799999999999996
4,Severe,0.0037333333333333333
5,Susceptible,0.41119999999999995
5,Infected,0.5461333333333332
5,Recovered_Immune,0.04
5,Death,0.0026666666666666666
5,Asymptomatic,0.9674666666666668
5,Hospitalization,0.025066666666666668
5,Severe,0.0048
6,Susceptible,0.3664
6,Infected,0.5898666666666667
6,Recovered_Immune,0.04
6,Death,0.0037333333333333333
6,Asymptomatic,0.9594666666666667
6,Hospitalization,0.0304
6,Severe,0.0064
7,Susceptible,0.33813333333333334
7,Infected,0.6170666666666667
7,Recovered_Immune,0.04
7,Death,0.0048
7,Asymptomatic,0.9520000000000001
7,Hospitalization,0.03573333333333333
7,Severe,0.007466666666666666
8,Susceptible,0.30933333333333335
8,Infected,0.6447999999999999
8,Recovered_Immune,0.04
8,Death,0.005866666666666667
8,Asymptomatic,0.9472
8,Hospitalization,0.03626666666666667
8,Severe,0.010666666666666665
9,Susceptible,0.27786666666666665
9,Infected,0.6757333333333332
9,Recovered_Immune,0.04
9,Death,0.0064
9,Asymptomatic,0.9370666666666668
9,Hospitalization,0.045333333333333344
9,Severe,0.011199999999999998
10,Susceptible,0.2506666666666667
10,Infected,0.7013333333333333
10,Recovered_Immune,0.04
10,Death,0.008
10,Asymptomatic,0.9285333333333335
10,Hospitalization,0.05066666666666667
10,Severe,0.012799999999999999
11,Susceptible,0.22773333333333334
11,Infected,0.7221333333333334
11,Recovered_Immune,0.04
11,Death,0.010133333333333333
11,Asymptomatic,0.9216
11,Hospitalization,0.0544
11,Severe,0.013866666666666664
12,Susceptible,0.20906666666666665
12,Infected,0.7370666666666666
12,Recovered_Immune,0.04
12,Death,0.013866666666666668
12,Asymptomatic,0.9093333333333333
12,Hospitalization,0.0608
12,Severe,0.015999999999999997
13,Susceptible,0.18933333333333338
13,Infected,0.7536
13,Recovered_Immune,0.04
13,Death,0.017066666666666667
13,Asymptomatic,0.9018666666666667
13,Hospitalization,0.06346666666666666
13,Severe,0.017599999999999998
14,Susceptible,0.17333333333333337
14,Infected,0.7626666666666666
14,Recovered_Immune,0.04
14,Death,0.024000000000000004
14,Asymptomatic,0.8944
14,Hospitalization,0.06346666666666667
14,Severe,0.01813333333333333
15,Susceptible,0.16266666666666668
15,Infected,0.7701333333333333
15,Recovered_Immune,0.04
15,Death,0.0272
15,Asymptomatic,0.8869333333333332
15,Hospitalization,0.06453333333333333
15,Severe,0.021333333333333333
16,Susceptible,0.1536
16,Infected,0.7749333333333336
16,Recovered_Immune,0.04
16,Death,0.031466666666666664
16,Asymptomatic,0.8794666666666666
16,Hospitalization,0.06666666666666667
16,Severe,0.022400000000000003
17,Susceptible,0.14293333333333333
17,Infected,0.7792
17,Recovered_Immune,0.04
17,Death,0.037866666666666667
17,Asymptomatic,0.8746666666666667
17,Hospitalization,0.06453333333333333
17,Severe,0.02293333333333333
18,Susceptible,0.13493333333333335
18,Infected,0.7834666666666666
18,Recovered_Immune,0.04
18,Death,0.0416
18,Asymptomatic,0.8666666666666667
18,Hospitalization,0.06880000000000001
18,Severe,0.02293333333333333
19,Susceptible,0.12586666666666665
19,Infected,0.7861333333333334
19,Recovered_Immune,0.04
19,Death,0.04800000000000001
19,Asymptomatic,0.8597333333333332
19,Hospitalization,0.0688
19,Severe,0.023466666666666667
20,Susceptible,0.1136
20,Infected,0.7077333333333332
20,Recovered_Immune,0.12639999999999998
20,Death,0.05226666666666666
20,Asymptomatic,0.8698666666666667
20,Hospitalization,0.06026666666666667
20,Severe,0.0176
21,Susceptible,0.10506666666666668
21,Infected,0.5551999999999999
21,Recovered_Immune,0.2821333333333333
21,Death,0.0576
21,Asymptomatic,0.8821333333333335
21,Hospitalization,0.048
21,Severe,0.012266666666666665
22,Susceptible,0.09866666666666665
22,Infected,0.4965333333333334
22,Recovered_Immune,0.3456
22,Death,0.0592
22,Asymptomatic,0.8864
22,Hospitalization,0.04106666666666667
22,Severe,0.01333333333333333
23,Susceptible,0.08959999999999999
23,Infected,0.43520000000000003
23,Recovered_Immune,0.4138666666666667
23,Death,0.06133333333333334
23,Asymptomatic,0.8890666666666667
23,Hospitalization,0.037333333333333336
23,Severe,0.012266666666666669
24,Susceptible,0.08266666666666665
24,Infected,0.3989333333333333
24,Recovered_Immune,0.45706666666666673
24,Death,0.06133333333333334
24,Asymptomatic,0.8906666666666666
24,Hospitalization,0.03626666666666666
24,Severe,0.011733333333333333
25,Susceptible,0.07626666666666666
25,Infected,0.3568
25,Recovered_Immune,0.5034666666666666
25,Death,0.06346666666666667
25,Asymptomatic,0.8965333333333334
25,Hospitalization,0.029333333333333333
25,Severe,0.010666666666666666
26,Susceptible,0.07146666666666666
26,Infected,0.3194666666666667
26,Recovered_Immune,0.5450666666666667
26,Death,0.064
26,Asymptomatic,0.9018666666666667
26,Hospitalization,0.025066666666666668
26,Severe,0.009066666666666667
27,Susceptible,0.06666666666666667
27,Infected,0.28426666666666667
27,Recovered_Immune,0.5845333333333333
27,Death,0.06453333333333333
27,Asymptomatic,0.9045333333333332
27,Hospitalization,0.023466666666666667
27,Severe,0.007466666666666667
28,Susceptible,0.06506666666666666
28,Infected,0.2608
28,Recovered_Immune,0.6096
28,Death,0.06453333333333333
28,Asymptomatic,0.9093333333333333
28,Hospitalization,0.021333333333333333
28,Severe,0.0048
29,Susceptible,0.05866666666666667
29,Infected,0.23893333333333333
29,Recovered_Immune,0.6378666666666667
29,Death,0.06453333333333333
29,Asymptomatic,0.9104000000000001
29,Hospitalization,0.0208
29,Severe,0.004266666666666666
30,Susceptible,0.05386666666666667
30,Infected,0.21546666666666667
30,Recovered_Immune,0.6656
30,Death,0.06506666666666666
30,Asymptomatic,0.912
30,Hospitalization,0.018666666666666668
30,Severe,0.004266666666666666
31,Susceptible,0.05333333333333333
31,Infected,0.18986666666666668
31,Recovered_Immune,0.6906666666666668
31,Death,0.06613333333333334
31,Asymptomatic,0.9130666666666666
31,Hospitalization,0.017066666666666664
31,Severe,0.0037333333333333333
32,Susceptible,0.0512
32,Infected,0.1696
32,Recovered_Immune,0.7125333333333335
32,Death,0.06666666666666667
32,Asymptomatic,0.9146666666666665
32,Hospitalization,0.016
32,Severe,0.0026666666666666666
33,Susceptible,0.0496
33,Infected,0.15306666666666666
33,Recovered_Immune,0.7306666666666666
33,Death,0.06666666666666667
33,Asymptomatic,0.9152
33,Hospitalization,0.016
33,Severe,0.0021333333333333334
34,Susceptible,0.048
34,Infected,0.1376
34,Recovered_Immune,0.7477333333333332
34,Death,0.06666666666666667
34,Asymptomatic,0.9168
34,Hospitalization,0.0144
34,Severe,0.0021333333333333334
35,Susceptible,0.04479999999999999
35,Infected,0.12533333333333332
35,Recovered_Immune,0.7631999999999999
35,Death,0.06666666666666667
35,Asymptomatic,0.9173333333333333
35,Hospitalization,0.0128
35,Severe,0.0032
36,Susceptible,0.0432
36,Infected,0.1168
36,Recovered_Immune,0.7728000000000002
36,Death,0.06720000000000001
36,Asymptomatic,0.9184
36,Hospitalization,0.011733333333333333
36,Severe,0.0026666666666666666
37,Susceptible,0.0432
37,Infected,0.10773333333333333
37,Recovered_Immune,0.7818666666666667
37,Death,0.06720000000000001
37,Asymptomatic,0.9189333333333333
37,Hospitalization,0.011733333333333333
37,Severe,0.0021333333333333334
38,Susceptible,0.04106666666666667
38,Infected,0.09866666666666665
38,Recovered_Immune,0.7925333333333334
38,Death,0.06773333333333334
38,Asymptomatic,0.9168
38,Hospitalization,0.013866666666666668
38,Severe,0.0016
39,Susceptible,0.04
39,Infected,0.09226666666666666
39,Recovered_Immune,0.8
39,Death,0.06773333333333334
39,Asymptomatic,0.9173333333333333
39,Hospitalization,0.013866666666666668
39,Severe,0.0010666666666666667
40,Susceptible,0.03946666666666667
40,Infected,0.08479999999999999
40,Recovered_Immune,0.8079999999999999
40,Death,0.06773333333333334
40,Asymptomatic,0.9168
40,Hospitalization,0.013333333333333332
40,Severe,0.0021333333333333334
41,Susceptible,0.0384
41,Infected,0.07306666666666665
41,Recovered_Immune,0.8202666666666667
41,Death,0.06826666666666667
41,Asymptomatic,0.9189333333333333
41,Hospitalization,0.011199999999999998
41,Severe,0.0016
42,Susceptible,0.0384
42,Infected,0.06453333333333333
42,Recovered_Immune,0.8288
42,Death,0.06826666666666667
42,Asymptomatic,0.9205333333333333
42,Hospitalization,0.009066666666666666
42,Severe,0.0021333333333333334
43,Susceptible,0.03786666666666666
43,Infected,0.05920000000000001
43,Recovered_Immune,0.8346666666666666
43,Death,0.06826666666666667
43,Asymptomatic,0.9210666666666667
43,Hospitalization,0.005866666666666667
43,Severe,0.0048000000000000004
44,Susceptible,0.037333333333333336
44,Infected,0.050666666666666665
44,Recovered_Immune,0.8437333333333332
44,Death,0.06826666666666667
44,Asymptomatic,0.9237333333333333
44,Hospitalization,0.0032
44,Severe,0.0048000000000000004
45,Susceptible,0.0368
45,Infected,0.04426666666666667
45,Recovered_Immune,0.8501333333333334
45,Death,0.06880000000000001
45,Asymptomatic,0.9248000000000001
45,Hospitalization,0.0016
45,Severe,0.0048000000000000004
46,Susceptible,0.03626666666666667
46,Infected,0.038400000000000004
46,Recovered_Immune,0.8565333333333334
46,Death,0.06880000000000001
46,Asymptomatic,0.9258666666666667
46,Hospitalization,0.0005333333333333334
46,Severe,0.0048
47,Susceptible,0.0352
47,Infected,0.0352
47,Recovered_Immune,0.8608
47,Death,0.06880000000000001
47,Asymptomatic,0.9258666666666667
47,Hospitalization,0.0005333333333333334
47,Severe,0.0048
48,Susceptible,0.034133333333333335
48,Infected,0.032
48,Recovered_Immune,0.8650666666666668
48,Death,0.06880000000000001
48,Asymptomatic,0.9264
48,Hospitalization,0.0005333333333333334
48,Severe,0.004266666666666667
49,Susceptible,0.0336
49,Infected,0.0304
49,Recovered_Immune,0.8666666666666667
49,Death,0.06933333333333333
49,Asymptomatic,0.9264
49,Hospitalization,0.0010666666666666667
49,Severe,0.0032
50,Susceptible,0.0336
50,Infected,0.024000000000000004
50,Recovered_Immune,0.8730666666666668
50,Death,0.06933333333333333
50,Asymptomatic,0.9269333333333334
50,Hospitalization,0.0010666666666666667
50,Severe,0.0026666666666666666
51,Susceptible,0.03306666666666667
51,Infected,0.019733333333333335
51,Recovered_Immune,0.8778666666666668
51,Death,0.06933333333333333
51,Asymptomatic,0.9290666666666667
51,Hospitalization,0.0005333333333333334
51,Severe,0.0010666666666666667
52,Susceptible,0.03253333333333333
52,Infected,0.019733333333333332
52,Recovered_Immune,0.8784000000000001
52,Death,0.06933333333333333
52,Asymptomatic,0.9290666666666667
52,Hospitalization,0.0005333333333333334
52,Severe,0.0010666666666666667
53,Susceptible,0.03253333333333333
53,Infected,0.0176
53,Recovered_Immune,0.8805333333333334
53,Death,0.06933333333333333
53,Asymptomatic,0.9290666666666667
53,Hospitalization,0.0005333333333333334
53,Severe,0.0010666666666666667
