Iteration,Metric,Avg
0,Susceptible,0.8489795918367347
0,Infected,0.11020408163265306
0,Recovered_Immune,0.04081632653061225
0,Death,0.0
0,Asymptomatic,0.9987755102040816
0,Hospitalization,0.0012244897959183673
0,Severe,0.0
1,Susceptible,0.8224489795918367
1,Infected,0.1363265306122449
1,Recovered_Immune,0.04081632653061225
1,Death,0.0004081632653061224
1,Asymptomatic,0.9959183673469388
1,Hospitalization,0.003673469387755102
1,Severe,0.0
2,Susceptible,0.7987755102040817
2,Infected,0.15999999999999998
2,Recovered_Immune,0.04081632653061225
2,Death,0.0004081632653061224
2,Asymptomatic,0.9934693877551021
2,Hospitalization,0.005714285714285714
2,Severe,0.0004081632653061224
3,Susceptible,0.7820408163265306
3,Infected,0.17673469387755103
3,Recovered_Immune,0.04081632653061225
3,Death,0.0004081632653061224
3,Asymptomatic,0.9906122448979592
3,Hospitalization,0.00816326530612245
3,Severe,0.0008163265306122448
4,Susceptible,0.7677551020408163
4,Infected,0.19061224489795922
4,Recovered_Immune,0.04081632653061225
4,Death,0.0008163265306122448
4,Asymptomatic,0.9848979591836735
4,Hospitalization,0.012653061224489795
4,Severe,0.0016326530612244896
5,Susceptible,0.753061224489796
5,Infected,0.20530612244897958
5,Recovered_Immune,0.04081632653061225
5,Death,0.0008163265306122448
5,Asymptomatic,0.9824489795918367
5,Hospitalization,0.013877551020408163
5,Severe,0.002857142857142857
6,Susceptible,0.7338775510204081
6,Infected,0.22448979591836732
6,Recovered_Immune,0.04081632653061225
6,Death,0.0008163265306122448
6,Asymptomatic,0.9808163265306122
6,Hospitalization,0.014693877551020407
6,Severe,0.003673469387755102
7,Susceptible,0.7212244897959184
7,Infected,0.23673469387755103
7,Recovered_Immune,0.04081632653061225
7,Death,0.0012244897959183673
7,Asymptomatic,0.9787755102040815
7,Hospitalization,0.015918367346938776
7,Severe,0.004081632653061225
8,Susceptible,0.7073469387755101
8,Infected,0.249795918367347
8,Recovered_Immune,0.04081632653061225
8,Death,0.0020408163265306124
8,Asymptomatic,0.9730612244897959
8,Hospitalization,0.020408163265306117
8,Severe,0.004489795918367346
9,Susceptible,0.6971428571428572
9,Infected,0.2587755102040816
9,Recovered_Immune,0.04081632653061225
9,Death,0.0032653061224489793
9,Asymptomatic,0.9702040816326531
9,Hospitalization,0.02122448979591837
9,Severe,0.005306122448979591
10,Susceptible,0.6828571428571428
10,Infected,0.2722448979591837
10,Recovered_Immune,0.04081632653061225
10,Death,0.004081632653061225
10,Asymptomatic,0.9677551020408163
10,Hospitalization,0.021632653061224492
10,Severe,0.0065306122448979586
11,Susceptible,0.670204081632653
11,Infected,0.2820408163265306
11,Recovered_Immune,0.04081632653061225
11,Death,0.006938775510204081
11,Asymptomatic,0.9657142857142857
11,Hospitalization,0.020408163265306124
11,Severe,0.006938775510204081
12,Susceptible,0.6608163265306122
12,Infected,0.29020408163265304
12,Recovered_Immune,0.04081632653061225
12,Death,0.00816326530612245
12,Asymptomatic,0.962857142857143
12,Hospitalization,0.02204081632653061
12,Severe,0.006938775510204081
13,Susceptible,0.6481632653061224
13,Infected,0.3024489795918368
13,Recovered_Immune,0.04081632653061225
13,Death,0.00857142857142857
13,Asymptomatic,0.9583673469387758
13,Hospitalization,0.02448979591836735
13,Severe,0.00857142857142857
14,Susceptible,0.636734693877551
14,Infected,0.313469387755102
14,Recovered_Immune,0.04081632653061225
14,Death,0.008979591836734692
14,Asymptomatic,0.9559183673469387
14,Hospitalization,0.024897959183673466
14,Severe,0.010204081632653062
15,Susceptible,0.6212244897959183
15,Infected,0.3273469387755102
15,Recovered_Immune,0.04081632653061225
15,Death,0.010612244897959183
15,Asymptomatic,0.9526530612244899
15,Hospitalization,0.026530612244897958
15,Severe,0.010204081632653059
16,Susceptible,0.6089795918367347
16,Infected,0.33836734693877546
16,Recovered_Immune,0.04081632653061225
16,Death,0.01183673469387755
16,Asymptomatic,0.9473469387755102
16,Hospitalization,0.02938775510204082
16,Severe,0.011428571428571429
17,Susceptible,0.5959183673469388
17,Infected,0.3489795918367347
17,Recovered_Immune,0.04081632653061225
17,Death,0.014285714285714285
17,Asymptomatic,0.942857142857143
17,Hospitalization,0.031020408163265303
17,Severe,0.01183673469387755
18,Susceptible,0.5877551020408164
18,Infected,0.3559183673469388
18,Recovered_Immune,0.04081632653061225
18,Death,0.015510204081632652
18,Asymptomatic,0.9387755102040818
18,Hospitalization,0.03387755102040816
18,Severe,0.01183673469387755
19,Susceptible,0.5746938775510204
19,Infected,0.3681632653061224
19,Recovered_Immune,0.04081632653061225
19,Death,0.016326530612244896
19,Asymptomatic,0.9351020408163266
19,Hospitalization,0.036734693877551024
19,Severe,0.01183673469387755
20,Susceptible,0.5669387755102041
20,Infected,0.3359183673469388
20,Recovered_Immune,0.0783673469387755
20,Death,0.018775510204081632
20,Asymptomatic,0.9399999999999998
20,Hospitalization,0.031428571428571424
20,Severe,0.009795918367346938
21,Susceptible,0.5591836734693877
21,Infected,0.27714285714285714
21,Recovered_Immune,0.14367346938775508
21,Death,0.02
21,Asymptomatic,0.9502040816326531
21,Hospitalization,0.024489795918367353
21,Severe,0.005306122448979591
22,Susceptible,0.5493877551020409
22,Infected,0.2624489795918367
22,Recovered_Immune,0.1677551020408163
22,Death,0.020408163265306117
22,Asymptomatic,0.9530612244897958
22,Hospitalization,0.021632653061224492
22,Severe,0.004897959183673469
23,Susceptible,0.5424489795918368
23,Infected,0.24775510204081633
23,Recovered_Immune,0.1889795918367347
23,Death,0.020816326530612245
23,Asymptomatic,0.9534693877551019
23,Hospitalization,0.021224489795918365
23,Severe,0.004489795918367346
24,Susceptible,0.536734693877551
24,Infected,0.23755102040816325
24,Recovered_Immune,0.20489795918367343
24,Death,0.020816326530612245
24,Asymptomatic,0.9546938775510205
24,Hospitalization,0.020408163265306124
24,Severe,0.004081632653061224
25,Susceptible,0.5244897959183672
25,Infected,0.23469387755102042
25,Recovered_Immune,0.21877551020408162
25,Death,0.02204081632653061
25,Asymptomatic,0.9518367346938775
25,Hospitalization,0.022448979591836733
25,Severe,0.003673469387755102
26,Susceptible,0.5187755102040815
26,Infected,0.2253061224489796
26,Recovered_Immune,0.23306122448979594
26,Death,0.02285714285714286
26,Asymptomatic,0.9497959183673469
26,Hospitalization,0.024081632653061225
26,Severe,0.0032653061224489793
27,Susceptible,0.5114285714285715
27,Infected,0.21428571428571427
27,Recovered_Immune,0.25020408163265306
27,Death,0.024081632653061225
27,Asymptomatic,0.9481632653061225
27,Hospitalization,0.024081632653061225
27,Severe,0.003673469387755102
28,Susceptible,0.5061224489795919
28,Infected,0.20367346938775507
28,Recovered_Immune,0.2628571428571429
28,Death,0.027346938775510202
28,Asymptomatic,0.9506122448979591
28,Hospitalization,0.018367346938775512
28,Severe,0.003673469387755102
29,Susceptible,0.5
29,Infected,0.19673469387755102
29,Recovered_Immune,0.27591836734693875
29,Death,0.027346938775510202
29,Asymptomatic,0.9526530612244898
29,Hospitalization,0.01673469387755102
29,Severe,0.0032653061224489793
30,Susceptible,0.49428571428571433
30,Infected,0.19306122448979593
30,Recovered_Immune,0.28489795918367344
30,Death,0.027755102040816326
30,Asymptomatic,0.9510204081632652
30,Hospitalization,0.017551020408163264
30,Severe,0.003673469387755102
31,Susceptible,0.4902040816326531
31,Infected,0.18489795918367347
31,Recovered_Immune,0.2971428571428571
31,Death,0.027755102040816326
31,Asymptomatic,0.9522448979591838
31,Hospitalization,0.0163265306122449
31,Severe,0.003673469387755102
32,Susceptible,0.48653061224489796
32,Infected,0.17632653061224488
32,Recovered_Immune,0.30857142857142855
32,Death,0.02857142857142857
32,Asymptomatic,0.9534693877551021
32,Hospitalization,0.014693877551020407
32,Severe,0.0032653061224489793
33,Susceptible,0.47959183673469385
33,Infected,0.17428571428571427
33,Recovered_Immune,0.31755102040816324
33,Death,0.02857142857142857
33,Asymptomatic,0.9534693877551021
33,Hospitalization,0.014693877551020407
33,Severe,0.0032653061224489793
34,Susceptible,0.47387755102040807
34,Infected,0.16816326530612247
34,Recovered_Immune,0.3289795918367347
34,Death,0.028979591836734694
34,Asymptomatic,0.9534693877551019
34,Hospitalization,0.013877551020408163
34,Severe,0.003673469387755102
35,Susceptible,0.46816326530612234
35,Infected,0.1616326530612245
35,Recovered_Immune,0.3404081632653061
35,Death,0.029795918367346935
35,Asymptomatic,0.9530612244897959
35,Hospitalization,0.012653061224489795
35,Severe,0.004489795918367346
36,Susceptible,0.4653061224489796
36,Infected,0.15061224489795919
36,Recovered_Immune,0.3542857142857143
36,Death,0.029795918367346935
36,Asymptomatic,0.9526530612244898
36,Hospitalization,0.013469387755102041
36,Severe,0.004081632653061225
37,Susceptible,0.4616326530612245
37,Infected,0.14244897959183675
37,Recovered_Immune,0.36612244897959184
37,Death,0.029795918367346935
37,Asymptomatic,0.9530612244897958
37,Hospitalization,0.012244897959183675
37,Severe,0.004897959183673469
38,Susceptible,0.456734693877551
38,Infected,0.13551020408163264
38,Recovered_Immune,0.3779591836734694
38,Death,0.029795918367346935
38,Asymptomatic,0.9538775510204082
38,Hospitalization,0.012653061224489797
38,Severe,0.003673469387755102
39,Susceptible,0.4538775510204082
39,Infected,0.12979591836734694
39,Recovered_Immune,0.38530612244897966
39,Death,0.0310204081632653
39,Asymptomatic,0.9530612244897959
39,Hospitalization,0.012653061224489797
39,Severe,0.0032653061224489797
40,Susceptible,0.4510204081632653
40,Infected,0.11959183673469387
40,Recovered_Immune,0.39795918367346944
40,Death,0.03142857142857143
40,Asymptomatic,0.9538775510204082
40,Hospitalization,0.01183673469387755
40,Severe,0.002857142857142857
41,Susceptible,0.4481632653061225
41,Infected,0.11510204081632652
41,Recovered_Immune,0.4048979591836735
41,Death,0.031836734693877544
41,Asymptomatic,0.9534693877551019
41,Hospitalization,0.01183673469387755
41,Severe,0.002857142857142857
42,Susceptible,0.44244897959183677
42,Infected,0.11346938775510203
42,Recovered_Immune,0.41224489795918373
42,Death,0.031836734693877544
42,Asymptomatic,0.9542857142857142
42,Hospitalization,0.009387755102040816
42,Severe,0.004489795918367347
43,Susceptible,0.4379591836734694
43,Infected,0.10775510204081633
43,Recovered_Immune,0.4220408163265306
43,Death,0.03224489795918367
43,Asymptomatic,0.9551020408163265
43,Hospitalization,0.008979591836734692
43,Severe,0.003673469387755102
44,Susceptible,0.43551020408163266
44,Infected,0.1036734693877551
44,Recovered_Immune,0.4281632653061224
44,Death,0.0326530612244898
44,Asymptomatic,0.9546938775510203
44,Hospitalization,0.007755102040816326
44,Severe,0.004897959183673469
45,Susceptible,0.43224489795918375
45,Infected,0.10204081632653061
45,Recovered_Immune,0.43306122448979584
45,Death,0.0326530612244898
45,Asymptomatic,0.9546938775510203
45,Hospitalization,0.007346938775510204
45,Severe,0.005306122448979591
46,Susceptible,0.429795918367347
46,Infected,0.0926530612244898
46,Recovered_Immune,0.4448979591836734
46,Death,0.0326530612244898
46,Asymptomatic,0.9551020408163263
46,Hospitalization,0.006530612244897959
46,Severe,0.005714285714285714
47,Susceptible,0.42571428571428577
47,Infected,0.09183673469387754
47,Recovered_Immune,0.4497959183673469
47,Death,0.0326530612244898
47,Asymptomatic,0.9542857142857143
47,Hospitalization,0.007755102040816326
47,Severe,0.005306122448979591
48,Susceptible,0.4224489795918367
48,Infected,0.08775510204081634
48,Recovered_Immune,0.45714285714285713
48,Death,0.0326530612244898
48,Asymptomatic,0.9555102040816327
48,Hospitalization,0.006530612244897959
48,Severe,0.005306122448979591
49,Susceptible,0.41999999999999993
49,Infected,0.08448979591836733
49,Recovered_Immune,0.46244897959183673
49,Death,0.03306122448979592
49,Asymptomatic,0.9551020408163265
49,Hospitalization,0.006530612244897959
49,Severe,0.005306122448979591
50,Susceptible,0.41918367346938773
50,Infected,0.07795918367346938
50,Recovered_Immune,0.4685714285714285
50,Death,0.03428571428571429
50,Asymptomatic,0.9559183673469388
50,Hospitalization,0.005306122448979592
50,Severe,0.004489795918367347
51,Susceptible,0.41673469387755097
51,Infected,0.07510204081632653
51,Recovered_Immune,0.4738775510204082
51,Death,0.03428571428571429
51,Asymptomatic,0.9575510204081632
51,Hospitalization,0.004081632653061224
51,Severe,0.004081632653061225
52,Susceptible,0.4122448979591837
52,Infected,0.07591836734693878
52,Recovered_Immune,0.47755102040816333
52,Death,0.03428571428571429
52,Asymptomatic,0.9579591836734694
52,Hospitalization,0.0036734693877551023
52,Severe,0.004081632653061225
53,Susceptible,0.4085714285714286
53,Infected,0.07591836734693878
53,Recovered_Immune,0.48122448979591836
53,Death,0.03428571428571429
53,Asymptomatic,0.9579591836734694
53,Hospitalization,0.004081632653061225
53,Severe,0.003673469387755102
54,Susceptible,0.40653061224489795
54,Infected,0.07102040816326531
54,Recovered_Immune,0.4881632653061224
54,Death,0.03428571428571429
54,Asymptomatic,0.9579591836734694
54,Hospitalization,0.004897959183673469
54,Severe,0.002857142857142857
55,Susceptible,0.40653061224489795
55,Infected,0.06489795918367347
55,Recovered_Immune,0.49387755102040815
55,Death,0.03469387755102041
55,Asymptomatic,0.9583673469387756
55,Hospitalization,0.005306122448979592
55,Severe,0.0016326530612244896
56,Susceptible,0.40244897959183673
56,Infected,0.06367346938775512
56,Recovered_Immune,0.49918367346938775
56,Death,0.03469387755102041
56,Asymptomatic,0.9587755102040816
56,Hospitalization,0.005306122448979592
56,Severe,0.0012244897959183673
57,Susceptible,0.40040816326530615
57,Infected,0.062448979591836734
57,Recovered_Immune,0.5020408163265305
57,Death,0.03510204081632653
57,Asymptomatic,0.9579591836734693
57,Hospitalization,0.004897959183673469
57,Severe,0.002040816326530612
58,Susceptible,0.39714285714285724
58,Infected,0.06204081632653061
58,Recovered_Immune,0.5057142857142857
58,Death,0.03510204081632653
58,Asymptomatic,0.9567346938775511
58,Hospitalization,0.006122448979591837
58,Severe,0.002040816326530612
59,Susceptible,0.3946938775510204
59,Infected,0.05918367346938776
59,Recovered_Immune,0.5102040816326531
59,Death,0.03591836734693878
59,Asymptomatic,0.9559183673469387
59,Hospitalization,0.006122448979591837
59,Severe,0.002040816326530612
60,Susceptible,0.3930612244897959
60,Infected,0.05795918367346939
60,Recovered_Immune,0.513061224489796
60,Death,0.03591836734693878
60,Asymptomatic,0.9555102040816326
60,Hospitalization,0.005714285714285714
60,Severe,0.002857142857142857
61,Susceptible,0.38816326530612244
61,Infected,0.06040816326530612
61,Recovered_Immune,0.5155102040816326
61,Death,0.03591836734693878
61,Asymptomatic,0.9555102040816326
61,Hospitalization,0.006122448979591837
61,Severe,0.0024489795918367346
62,Susceptible,0.38612244897959186
62,Infected,0.06
62,Recovered_Immune,0.5179591836734694
62,Death,0.03591836734693878
62,Asymptomatic,0.9555102040816327
62,Hospitalization,0.005306122448979592
62,Severe,0.0032653061224489793
63,Susceptible,0.3840816326530613
63,Infected,0.056734693877551014
63,Recovered_Immune,0.523265306122449
63,Death,0.03591836734693878
63,Asymptomatic,0.956326530612245
63,Hospitalization,0.004897959183673469
63,Severe,0.002857142857142857
64,Susceptible,0.38326530612244897
64,Infected,0.053061224489795916
64,Recovered_Immune,0.5277551020408163
64,Death,0.03591836734693878
64,Asymptomatic,0.9551020408163267
64,Hospitalization,0.006530612244897959
64,Severe,0.0024489795918367346
65,Susceptible,0.38244897959183677
65,Infected,0.05183673469387755
65,Recovered_Immune,0.529795918367347
65,Death,0.03591836734693878
65,Asymptomatic,0.9567346938775511
65,Hospitalization,0.004081632653061224
65,Severe,0.0032653061224489793
66,Susceptible,0.3791836734693878
66,Infected,0.05224489795918367
66,Recovered_Immune,0.5326530612244899
66,Death,0.03591836734693878
66,Asymptomatic,0.9567346938775511
66,Hospitalization,0.003673469387755102
66,Severe,0.003673469387755102
67,Susceptible,0.37632653061224486
67,Infected,0.052653061224489796
67,Recovered_Immune,0.5351020408163266
67,Death,0.03591836734693878
67,Asymptomatic,0.9567346938775511
67,Hospitalization,0.003673469387755102
67,Severe,0.003673469387755102
68,Susceptible,0.37387755102040815
68,Infected,0.05102040816326531
68,Recovered_Immune,0.5391836734693878
68,Death,0.03591836734693878
68,Asymptomatic,0.9575510204081632
68,Hospitalization,0.0032653061224489793
68,Severe,0.0032653061224489797
69,Susceptible,0.37224489795918375
69,Infected,0.04938775510204081
69,Recovered_Immune,0.5424489795918368
69,Death,0.03591836734693878
69,Asymptomatic,0.9571428571428571
69,Hospitalization,0.003673469387755102
69,Severe,0.0032653061224489797
70,Susceptible,0.3714285714285714
70,Infected,0.04775510204081632
70,Recovered_Immune,0.5448979591836735
70,Death,0.03591836734693878
70,Asymptomatic,0.9571428571428571
70,Hospitalization,0.003673469387755102
70,Severe,0.0032653061224489797
71,Susceptible,0.36857142857142855
71,Infected,0.04938775510204081
71,Recovered_Immune,0.5457142857142857
71,Death,0.036326530612244896
71,Asymptomatic,0.9559183673469387
71,Hospitalization,0.004489795918367347
71,Severe,0.0032653061224489797
72,Susceptible,0.36693877551020404
72,Infected,0.048163265306122444
72,Recovered_Immune,0.5481632653061225
72,Death,0.036734693877551024
72,Asymptomatic,0.9555102040816326
72,Hospitalization,0.004897959183673469
72,Severe,0.002857142857142857
73,Susceptible,0.3661224489795918
73,Infected,0.04448979591836734
73,Recovered_Immune,0.5522448979591836
73,Death,0.037142857142857144
73,Asymptomatic,0.9563265306122449
73,Hospitalization,0.004081632653061224
73,Severe,0.0024489795918367346
74,Susceptible,0.3648979591836734
74,Infected,0.04204081632653061
74,Recovered_Immune,0.5559183673469388
74,Death,0.037142857142857144
74,Asymptomatic,0.956734693877551
74,Hospitalization,0.004489795918367347
74,Severe,0.0016326530612244896
75,Susceptible,0.363265306122449
75,Infected,0.04163265306122449
75,Recovered_Immune,0.5579591836734694
75,Death,0.037142857142857144
75,Asymptomatic,0.9575510204081631
75,Hospitalization,0.0032653061224489793
75,Severe,0.002040816326530612
76,Susceptible,0.36122448979591837
76,Infected,0.0436734693877551
76,Recovered_Immune,0.5579591836734694
76,Death,0.037142857142857144
76,Asymptomatic,0.9575510204081631
76,Hospitalization,0.002857142857142857
76,Severe,0.0024489795918367346
77,Susceptible,0.36
77,Infected,0.04163265306122449
77,Recovered_Immune,0.5612244897959183
77,Death,0.037142857142857144
77,Asymptomatic,0.9583673469387755
77,Hospitalization,0.0024489795918367346
77,Severe,0.002040816326530612
78,Susceptible,0.35959183673469397
78,Infected,0.04040816326530613
78,Recovered_Immune,0.5628571428571428
78,Death,0.037142857142857144
78,Asymptomatic,0.9579591836734693
78,Hospitalization,0.0032653061224489793
78,Severe,0.0016326530612244896
79,Susceptible,0.3571428571428572
79,Infected,0.03959183673469388
79,Recovered_Immune,0.5661224489795917
79,Death,0.037142857142857144
79,Asymptomatic,0.9579591836734693
79,Hospitalization,0.0032653061224489793
79,Severe,0.0016326530612244896
80,Susceptible,0.35591836734693877
80,Infected,0.038367346938775505
80,Recovered_Immune,0.5685714285714286
80,Death,0.037142857142857144
80,Asymptomatic,0.9579591836734693
80,Hospitalization,0.0032653061224489793
80,Severe,0.0016326530612244896
81,Susceptible,0.3551020408163265
81,Infected,0.037551020408163265
81,Recovered_Immune,0.569795918367347
81,Death,0.037551020408163265
81,Asymptomatic,0.9579591836734693
81,Hospitalization,0.002857142857142857
81,Severe,0.0016326530612244896
82,Susceptible,0.35346938775510206
82,Infected,0.03428571428571428
82,Recovered_Immune,0.5746938775510204
82,Death,0.037551020408163265
82,Asymptomatic,0.9587755102040816
82,Hospitalization,0.002857142857142857
82,Severe,0.0008163265306122448
83,Susceptible,0.35346938775510206
83,Infected,0.03224489795918367
83,Recovered_Immune,0.5767346938775509
83,Death,0.037551020408163265
83,Asymptomatic,0.9587755102040816
83,Hospitalization,0.002857142857142857
83,Severe,0.0008163265306122448
84,Susceptible,0.35306122448979593
84,Infected,0.030612244897959183
84,Recovered_Immune,0.5787755102040816
84,Death,0.037551020408163265
84,Asymptomatic,0.9591836734693877
84,Hospitalization,0.002857142857142857
84,Severe,0.0004081632653061224
85,Susceptible,0.35265306122448975
85,Infected,0.030204081632653056
85,Recovered_Immune,0.5795918367346939
85,Death,0.037551020408163265
85,Asymptomatic,0.9591836734693877
85,Hospitalization,0.002857142857142857
85,Severe,0.0004081632653061224
86,Susceptible,0.35265306122448975
86,Infected,0.029387755102040815
86,Recovered_Immune,0.5804081632653062
86,Death,0.037551020408163265
