Iteration,Metric,Avg
0,Susceptible,0.895686274509804
0,Infected,0.06509803921568627
0,Recovered_Immune,0.0392156862745098
0,Death,0.0
0,Asymptomatic,1.0
0,Hospitalization,0.0
0,Severe,0.0
1,Susceptible,0.891764705882353
1,Infected,0.06901960784313725
1,Recovered_Immune,0.0392156862745098
1,Death,0.0
1,Asymptomatic,0.9984313725490196
1,Hospitalization,0.001568627450980392
1,Severe,0.0
2,Susceptible,0.8878431372549019
2,Infected,0.07294117647058823
2,Recovered_Immune,0.0392156862745098
2,Death,0.0
2,Asymptomatic,0.9976470588235294
2,Hospitalization,0.002352941176470588
2,Severe,0.0
3,Susceptible,0.8807843137254902
3,Infected,0.08
3,Recovered_Immune,0.0392156862745098
3,Death,0.0
3,Asymptomatic,0.996078431372549
3,Hospitalization,0.00392156862745098
3,Severe,0.0
4,Susceptible,0.8792156862745099
4,Infected,0.08156862745098038
4,Recovered_Immune,0.0392156862745098
4,Death,0.0
4,Asymptomatic,0.996078431372549
4,Hospitalization,0.00392156862745098
4,Severe,0.0
5,Susceptible,0.8745098039215686
5,Infected,0.08627450980392157
5,Recovered_Immune,0.0392156862745098
5,Death,0.0
5,Asymptomatic,0.9952941176470589
5,Hospitalization,0.004705882352941176
5,Severe,0.0
6,Susceptible,0.8690196078431375
6,Infected,0.09176470588235296
6,Recovered_Immune,0.0392156862745098
6,Death,0.0
6,Asymptomatic,0.9945098039215686
6,Hospitalization,0.004705882352941176
6,Severe,0.000784313725490196
7,Susceptible,0.8611764705882352
7,Infected,0.09960784313725489
7,Recovered_Immune,0.0392156862745098
7,Death,0.0
7,Asymptomatic,0.9937254901960785
7,Hospitalization,0.005490196078431373
7,Severe,0.000784313725490196
8,Susceptible,0.8541176470588234
8,Infected,0.10666666666666666
8,Recovered_Immune,0.0392156862745098
8,Death,0.0
8,Asymptomatic,0.9921568627450981
8,Hospitalization,0.007058823529411764
8,Severe,0.000784313725490196
9,Susceptible,0.8494117647058823
9,Infected,0.11137254901960784
9,Recovered_Immune,0.0392156862745098
9,Death,0.0
9,Asymptomatic,0.9905882352941177
9,Hospitalization,0.008627450980392158
9,Severe,0.000784313725490196
10,Susceptible,0.8337254901960784
10,Infected,0.12705882352941175
10,Recovered_Immune,0.0392156862745098
10,Death,0.0
10,Asymptomatic,0.9882352941176471
10,Hospitalization,0.009411764705882352
10,Severe,0.002352941176470588
11,Susceptible,0.8203921568627451
11,Infected,0.1403921568627451
11,Recovered_Immune,0.0392156862745098
11,Death,0.0
11,Asymptomatic,0.987450980392157
11,Hospitalization,0.009411764705882352
11,Severe,0.003137254901960784
12,Susceptible,0.8101960784313726
12,Infected,0.15058823529411763
12,Recovered_Immune,0.0392156862745098
12,Death,0.0
12,Asymptomatic,0.9850980392156863
12,Hospitalization,0.011764705882352941
12,Severe,0.003137254901960784
13,Susceptible,0.7992156862745098
13,Infected,0.16078431372549018
13,Recovered_Immune,0.0392156862745098
13,Death,0.000784313725490196
13,Asymptomatic,0.9819607843137256
13,Hospitalization,0.014117647058823528
13,Severe,0.003137254901960784
14,Susceptible,0.7921568627450981
14,Infected,0.16627450980392158
14,Recovered_Immune,0.0392156862745098
14,Death,0.002352941176470588
14,Asymptomatic,0.9788235294117648
14,Hospitalization,0.014901960784313726
14,Severe,0.00392156862745098
15,Susceptible,0.7850980392156863
15,Infected,0.17254901960784313
15,Recovered_Immune,0.0392156862745098
15,Death,0.003137254901960784
15,Asymptomatic,0.9772549019607844
15,Hospitalization,0.014901960784313726
15,Severe,0.004705882352941176
16,Susceptible,0.7772549019607844
16,Infected,0.1803921568627451
16,Recovered_Immune,0.0392156862745098
16,Death,0.003137254901960784
16,Asymptomatic,0.9741176470588236
16,Hospitalization,0.017254901960784316
16,Severe,0.005490196078431373
17,Susceptible,0.7647058823529413
17,Infected,0.19137254901960785
17,Recovered_Immune,0.0392156862745098
17,Death,0.004705882352941176
17,Asymptomatic,0.9741176470588236
17,Hospitalization,0.015686274509803918
17,Severe,0.005490196078431373
18,Susceptible,0.7513725490196079
18,Infected,0.20470588235294118
18,Recovered_Immune,0.0392156862745098
18,Death,0.004705882352941176
18,Asymptomatic,0.9717647058823531
18,Hospitalization,0.017254901960784316
18,Severe,0.006274509803921568
19,Susceptible,0.7403921568627451
19,Infected,0.2156862745098039
19,Recovered_Immune,0.0392156862745098
19,Death,0.004705882352941176
19,Asymptomatic,0.9694117647058824
19,Hospitalization,0.017254901960784313
19,Severe,0.008627450980392158
20,Susceptible,0.7349019607843138
20,Infected,0.16392156862745097
20,Recovered_Immune,0.09647058823529411
20,Death,0.004705882352941176
20,Asymptomatic,0.9725490196078432
20,Hospitalization,0.018039215686274507
20,Severe,0.004705882352941176
21,Susceptible,0.7286274509803923
21,Infected,0.16392156862745097
21,Recovered_Immune,0.1027450980392157
21,Death,0.004705882352941176
21,Asymptomatic,0.9717647058823531
21,Hospitalization,0.018039215686274507
21,Severe,0.005490196078431373
22,Susceptible,0.716078431372549
22,Infected,0.1733333333333333
22,Recovered_Immune,0.10509803921568628
22,Death,0.005490196078431373
22,Asymptomatic,0.9701960784313727
22,Hospitalization,0.018039215686274507
22,Severe,0.006274509803921568
23,Susceptible,0.7082352941176471
23,Infected,0.17803921568627448
23,Recovered_Immune,0.10823529411764708
23,Death,0.005490196078431373
23,Asymptomatic,0.9701960784313727
23,Hospitalization,0.018823529411764704
23,Severe,0.005490196078431373
24,Susceptible,0.7043137254901961
24,Infected,0.17490196078431372
24,Recovered_Immune,0.11529411764705882
24,Death,0.005490196078431373
