Iteration,Metric,Avg
0,Susceptible,0.92
0,Infected,0.039459459459459466
0,Recovered_Immune,0.04054054054054054
0,Death,0.0
0,Asymptomatic,0.9994594594594594
0,Hospitalization,0.0005405405405405405
0,Severe,0.0
1,Susceptible,0.8983783783783784
1,Infected,0.06108108108108109
1,Recovered_Immune,0.04054054054054054
1,Death,0.0
1,Asymptomatic,0.9989189189189189
1,Hospitalization,0.001081081081081081
1,Severe,0.0
2,Susceptible,0.865945945945946
2,Infected,0.0935135135135135
2,Recovered_Immune,0.04054054054054054
2,Death,0.0
2,Asymptomatic,0.9989189189189189
2,Hospitalization,0.001081081081081081
2,Severe,0.0
3,Susceptible,0.8183783783783783
3,Infected,0.14108108108108108
3,Recovered_Immune,0.04054054054054054
3,Death,0.0
3,Asymptomatic,0.9956756756756756
3,Hospitalization,0.004324324324324324
3,Severe,0.0
4,Susceptible,0.7583783783783785
4,Infected,0.20108108108108108
4,Recovered_Immune,0.04054054054054054
4,Death,0.0
4,Asymptomatic,0.9935135135135136
4,Hospitalization,0.005405405405405406
4,Severe,0.001081081081081081
5,Susceptible,0.701081081081081
5,Infected,0.2578378378378378
5,Recovered_Immune,0.04054054054054054
5,Death,0.0005405405405405405
5,Asymptomatic,0.9886486486486487
5,Hospitalization,0.009729729729729731
5,Severe,0.001081081081081081
6,Susceptible,0.6410810810810811
6,Infected,0.31783783783783787
6,Recovered_Immune,0.04054054054054054
6,Death,0.0005405405405405405
6,Asymptomatic,0.9854054054054054
6,Hospitalization,0.012432432432432434
6,Severe,0.0016216216216216218
7,Susceptible,0.5572972972972974
7,Infected,0.40054054054054056
7,Recovered_Immune,0.04054054054054054
7,Death,0.0016216216216216218
7,Asymptomatic,0.9805405405405405
7,Hospitalization,0.015135135135135138
7,Severe,0.002702702702702703
8,Susceptible,0.4821621621621622
8,Infected,0.47513513513513517
8,Recovered_Immune,0.04054054054054054
8,Death,0.002162162162162162
8,Asymptomatic,0.9718918918918917
8,Hospitalization,0.022162162162162158
8,Severe,0.003783783783783784
9,Susceptible,0.4167567567567568
9,Infected,0.5394594594594594
9,Recovered_Immune,0.04054054054054054
9,Death,0.0032432432432432435
9,Asymptomatic,0.9654054054054054
9,Hospitalization,0.025945945945945948
9,Severe,0.005405405405405406
10,Susceptible,0.3454054054054055
10,Infected,0.6102702702702701
10,Recovered_Immune,0.04054054054054054
10,Death,0.003783783783783784
10,Asymptomatic,0.9594594594594593
10,Hospitalization,0.029729729729729728
10,Severe,0.007027027027027027
11,Susceptible,0.28432432432432436
11,Infected,0.6691891891891892
11,Recovered_Immune,0.04054054054054054
11,Death,0.005945945945945946
11,Asymptomatic,0.9572972972972974
11,Hospitalization,0.02918918918918919
11,Severe,0.007567567567567568
12,Susceptible,0.24054054054054055
12,Infected,0.7113513513513513
12,Recovered_Immune,0.04054054054054054
12,Death,0.007567567567567568
12,Asymptomatic,0.9502702702702703
12,Hospitalization,0.03405405405405405
12,Severe,0.008108108108108109
13,Susceptible,0.20162162162162162
13,Infected,0.7497297297297297
13,Recovered_Immune,0.04054054054054054
13,Death,0.008108108108108109
13,Asymptomatic,0.9448648648648649
13,Hospitalization,0.03837837837837838
13,Severe,0.008648648648648649
14,Susceptible,0.1610810810810811
14,Infected,0.7891891891891892
14,Recovered_Immune,0.04054054054054054
14,Death,0.009189189189189189
